thread_number, text,
Yogesh,Okies... I'll go yan jiu too... We can skip ard oso,
Yogesh,Bring home some Wendy =D,
Yogesh,100 dating service cal;l 09064012103 box334sk38ch,
Yogesh,Whatsup there. Dont u want to sleep,
Yogesh,Alright i have a new goal now,
Yogesh,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,
Yogesh,Alright,
Yogesh,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,
Yogesh,Yes:)from last week itself i'm taking live call.,
Yogesh,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,
Yogesh,Siva is in hostel aha:-.,
Yogesh,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,
Yogesh,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,
Yogesh,Ok. She'll be ok. I guess,
Yogesh,aathi..where are you dear..,
Yogesh,Any pain on urination any thing else?,
Yogesh,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,
Yogesh,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,
Yogesh,At home watching tv lor.,
Yogesh,Does she usually take fifteen fucking minutes to respond to a yes or no question,
Yogesh,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,
Yogesh,Booked ticket for pongal?,
Yogesh,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,
Yogesh,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,
Yogesh,Ask g or iouri,
Yogesh,How long does applebees fucking take,
Yogesh,Hi hope u get this txt~journey hasnt been gd,
Yogesh,But i have to. I like to have love and arrange.,
Yogesh,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,
Yogesh,You were supposed to wake ME up &gt;:(,
Yogesh,Oic... I saw him too but i tot he din c me... I found a group liao...,
Yogesh,Sorry,
Yogesh,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",
Yogesh,Sorry,
Yogesh,Well done,
Yogesh,I wont get concentration dear you know you are my mind and everything :-),
Yogesh,LOL ... Have you made plans for new years?,
Yogesh,10 min later k...,
Yogesh,hanks lotsly!,
Yogesh,Thanks for this hope you had a good day today,
Yogesh,K:)k:)what are detail you want to transfer?acc no enough?,
Yogesh,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,
Yogesh,Loan for any purpose £500 - £75,
Yogesh,Si si. I think ill go make those oreo truffles.,
Yogesh,LOOK AT AMY URE A BEAUTIFUL,
Yogesh,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,
Yogesh,1.20 that call cost. Which i guess isnt bad. Miss ya,
Yogesh,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,
Yogesh,Where did u go? My phone is gonna die you have to stay in here,
Yogesh,Great. Never been better. Each day gives even more reasons to thank God,
Yogesh,UpgrdCentre Orange customer,
Yogesh,Sorry,
Yogesh,Ok i am on the way to railway,
Yogesh,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),
Yogesh,They don't put that stuff on the roads to keep it from getting slippery over there?,
Yogesh,When are you going to ride your bike?,
Yogesh,Yup,
Yogesh,There are many company. Tell me the language.,
Yogesh,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,
Yogesh,How long has it been since you screamed,
Yogesh,Nothing. I meant that once the money enters your account here,
Yogesh,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,
Yogesh,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),
Yogesh,Ok I'm gonna head up to usf in like fifteen minutes,
Yogesh,Love you aathi..love u lot..,
Yogesh,Tension ah?what machi?any problem?,
Yogesh,K,
Yogesh,When're you guys getting back? G said you were thinking about not staying for mcr,
Yogesh,Almost there,
Yogesh,Yo carlos,
Yogesh,Watching tv lor...,
Yogesh,Thank you baby! I cant wait to taste the real thing...,
Yogesh,You should change your fb to jaykwon thuglyfe falconerf,
Yogesh,If we win its really no 1 side for long time.,
Yogesh,FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions,
Yogesh,Dear reached railway. What happen to you,
Yogesh,Depends on quality. If you want the type i sent boye,
Yogesh,I think i've fixed it can you send a test message?,
Yogesh,Sorry man my account's dry or I would,
Yogesh,Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V,
Yogesh,Sorry,
Yogesh,What class of  &lt;#&gt;  reunion?,
Yogesh,Are you free now?can i call now?,
Yogesh,Got meh... When?,
Yogesh,Nope... Think i will go for it on monday... Sorry i replied so late,
Yogesh,Some of them told accenture is not confirm. Is it true.,
Yogesh,Kate jackson rec center before 7ish,
Yogesh,Dear i have reache room,
Yogesh,Fighting with the world is easy,
Yogesh,When can ü come out?,
Yogesh,Check with nuerologist.,
Yogesh,Lolnice. I went from a fish to ..water.?,
Yogesh,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,
Yogesh,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,
Yogesh,Maybe westshore or hyde park village,
Yogesh,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,
Yogesh,What's the significance?,
Yogesh,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,
Yogesh,8 at the latest,
Yogesh,Prabha..i'm soryda..realy..frm heart i'm sory,
Yogesh,Lol ok your forgiven :),
Yogesh,No..jst change tat only..,
Yogesh,You are guaranteed the latest Nokia Phone,
Yogesh,S:)no competition for him.,
Yogesh,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,
Yogesh,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,
Yogesh,That way transport is less problematic than on sat night. By the way,
Yogesh,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,
Yogesh,But that's on ebay it might be less elsewhere.,
Yogesh,Shall i come to get pickle,
Yogesh,Were gonna go get some tacos,
Yogesh,That's very rude,
Yogesh,URGENT!: Your Mobile No. was awarded a £2,
Yogesh,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,
Yogesh,Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob,
Yogesh,Yes! How is a pretty lady like you single?,
Yogesh,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,
Yogesh,Jay says that you're a double-faggot,
Yogesh,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,
Yogesh,What Today-sunday..sunday is holiday..so no work..,
Yogesh,Gudnite....tc...practice going on,
Yogesh,I'll be late...,
Yogesh,I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big,
Yogesh,Good afternoon,
Yogesh,Probably gonna be here for a while,
Yogesh,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,
Yogesh,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,
Yogesh,I am in tirupur da,
Yogesh,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,
Yogesh,A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence,
Yogesh,But am going to college pa. What to do. are else ill come there it self. Pa.,
Yogesh,4 oclock at mine. Just to bash out a flat plan.,
Yogesh,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,
Yogesh,Then any special there?,
Yogesh,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,
Yogesh,Sorry that took so long,
Yogesh,Wait  &lt;#&gt;  min..,
Yogesh,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,
Yogesh,Imagine you finally get to sink into that bath after I have put you through your paces,
Yogesh,Hurry up,
Yogesh,Sure,
Yogesh,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,
Yogesh,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,
Yogesh,O. Well uv causes mutations. Sunscreen is like essential thesedays,
Yogesh,Having lunch:)you are not in online?why?,
Yogesh,I know that my friend already told that.,
Yogesh,Hi Princess! Thank you for the pics. You are very pretty. How are you?,
Yogesh,Aiyo... U always c our ex one... I dunno abt mei,
Yogesh,Hi msg me:)i'm in office..,
Yogesh,Thanx 4 e brownie it's v nice...,
Yogesh,Geeeee ... I love you so much I can barely stand it,
Yogesh,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,
Yogesh,Fuck babe ... I miss you already,
Yogesh,Ill call u 2mrw at ninish,
Yogesh,Oooh bed ridden ey? What are YOU thinking of?,
Yogesh,So anyways,
Yogesh,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,
Yogesh,WOT U WANNA DO THEN MISSY?,
Yogesh,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,
Yogesh,Do you know where my lab goggles went,
Yogesh,Can you open the door?,
Yogesh,Waiting for your call.,
Yogesh,Nope i waiting in sch 4 daddy...,
Yogesh,You have won ?1,
Yogesh,I'm tired of arguing with you about this week after week. Do what you want and from now on,
Yogesh,Ü wait 4 me in sch i finish ard 5..,
Yogesh,our mobile number has won £5000,
Yogesh,Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me,
Yogesh,Huh so early.. Then ü having dinner outside izzit?,
Yogesh,Ok anyway no need to change with what you said,
Yogesh,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,
Yogesh,my ex-wife was not able to have kids. Do you want kids one day?,
Yogesh,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,
Yogesh,Tell them u have a headache and just want to use 1 hour of sick time.,
Yogesh,I dun thk i'll quit yet... Hmmm,
Yogesh,Pete can you please ring meive hardly gotany credit,
Yogesh,Ya srsly better than yi tho,
Yogesh,I'm in a meeting,
Yogesh,For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022,
Yogesh,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,
Yogesh,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,
Yogesh,You still at grand prix?,
Yogesh,I met you as a stranger and choose you as my friend. As long as the world stands,
Yogesh,I am great! How are you?,
Yogesh,Gud mrng dear have a nice day,
Yogesh,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,
Yogesh,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,
Yogesh,I'm going out to buy mum's present ar.,
Yogesh,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,
Yogesh,If u sending her home first it's ok lor. I'm not ready yet.,
Yogesh,Speaking of does he have any cash yet?,
Yogesh,Be happy there. I will come after noon,
Yogesh,Meet after lunch la...,
Yogesh,TaKe CaRE n gET WeLL sOOn,
Yogesh,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,
Yogesh,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,
Yogesh,Neva mind it's ok..,
Yogesh,It's fine,
Yogesh,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,
